appln_id;appln_auth;appln_nr;appln_kind;appln_filing_date;appln_filing_year;appln_nr_epodoc;appln_nr_original;ipr_type;receiving_office;internat_appln_id;int_phase;reg_phase;nat_phase;earliest_filing_date;earliest_filing_year;earliest_filing_id;earliest_publn_date;earliest_publn_year;earliest_pat_publn_id;granted;docdb_family_id;inpadoc_family_id;docdb_family_size;nb_citing_docdb_fam;nb_applicants;nb_inventors
482597555;"US";"201715478831";"A ";2017-04-04;2017;"US201715478831";"15478831";"PI";"  ";902131571;"Y";"N";"Y";2011-06-01;2011;902131571;2017-08-17;2017;482597556;"N";44658680;8331262;10;2;1;3
483597522;"KR";"20170101704";"A ";2017-08-10;2017;"KR20170101704";"1020170101704";"PI";"  ";0;"N";"N";"Y";2009-11-30;2009;905095300;2017-08-24;2017;483597523;"N";44067828;8306689;10;18;1;3
487813074;"US";"201715590968";"A ";2017-05-09;2017;"US201715590968";"15590968";"PI";"  ";0;"N";"N";"Y";2005-10-26;2005;905857503;2017-12-28;2017;487813075;"N";46877352;27970;3;23;1;3
479991872;"EP";"17176115";"A ";2017-06-14;2017;"EP20170176115";"17176115";"PI";"  ";0;"N";"Y";"N";2016-12-12;2016;485596317;2018-06-13;2018;494100087;"N";60153967;10609528;5;0;1;3
495751328;"US";"201715620892";"A ";2017-06-13;2017;"US201715620892";"15620892";"PI";"  ";0;"N";"N";"Y";2016-12-13;2016;903837774;2018-06-14;2018;495751329;"N";62489405;10938451;1;0;1;7
495754536;"US";"201715620898";"A ";2017-06-13;2017;"US201715620898";"15620898";"PI";"  ";0;"N";"N";"Y";2016-12-13;2016;903837772;2018-06-14;2018;495754537;"N";62490044;10938869;1;0;1;5
488252478;"GB";"201719271";"A ";2017-11-21;2017;"GB20170019271";"GB1719271";"PI";"  ";0;"N";"N";"Y";2016-11-24;2016;903837112;2018-01-03;2018;488252479;"N";60805573;10815890;1;0;1;2
492086386;"US";"201715707641";"A ";2017-09-18;2017;"US201715707641";"15707641";"PI";"  ";0;"N";"N";"Y";2016-09-19;2016;485596308;2018-03-22;2018;492086387;"N";59968941;10711552;3;0;1;1
488745681;"US";"201715718226";"A ";2017-09-28;2017;"US201715718226";"15718226";"PI";"  ";422772931;"Y";"N";"Y";2013-04-12;2013;441497408;2018-01-18;2018;488745682;"N";51689819;9641794;28;3;1;2
496316276;"US";"201715853115";"A ";2017-12-22;2017;"US201715853115";"15853115";"PI";"  ";0;"N";"N";"Y";2016-12-22;2016;493093006;2018-06-28;2018;496316277;"N";62625121;10949223;1;0;1;3
478959678;"US";"201715396730";"A ";2017-01-02;2017;"US201715396730";"15396730";"PI";"  ";0;"N";"N";"Y";2008-04-09;2008;905405752;2017-05-25;2017;478959679;"N";49840829;9356982;3;8;1;5
496410404;"TW";"106131895";"A ";2017-09-18;2017;"TW20170131895";"106131895";"PI";"  ";0;"N";"N";"Y";2016-09-28;2016;902130952;2018-04-16;2018;496410405;"N";57121039;10729774;2;0;1;4
484474492;"US";"201715477320";"A ";2017-04-03;2017;"US201715477320";"15477320";"PI";"  ";0;"N";"N";"Y";2016-04-01;2016;904872763;2017-10-05;2017;484474493;"N";59959415;10722423;1;0;1;5
484485120;"US";"201715627334";"A ";2017-06-19;2017;"US201715627334";"15627334";"PI";"  ";0;"N";"N";"Y";2015-10-22;2015;477299540;2017-10-05;2017;484485121;"N";58453149;10560399;3;0;1;1
481735686;"US";"201715480698";"A ";2017-04-06;2017;"US201715480698";"15480698";"PI";"  ";459387294;"Y";"N";"Y";2015-02-10;2015;469109654;2017-07-27;2017;481735687;"N";56614923;10303827;9;0;1;5
490612312;"KR";"20170039944";"A ";2017-03-29;2017;"KR20170039944";"1020170039944";"PI";"  ";0;"N";"N";"Y";2016-08-05;2016;482939728;2018-02-14;2018;490612313;"N";59641752;10845432;2;0;1;3
493002511;"EA";"201700072";"A ";2017-02-16;2017;"EA20170000072";"201700072";"PI";"  ";0;"N";"Y";"N";2016-09-29;2016;483480111;2018-03-30;2018;493002512;"Y";59744837;10887863;4;1;1;2
497506672;"US";"201715415442";"A ";2017-01-25;2017;"US201715415442";"15415442";"PI";"  ";0;"N";"N";"Y";2017-01-25;2017;497506672;2018-07-26;2018;497506673;"N";62906778;54479738;1;0;1;4
485266430;"US";"201715644369";"A ";2017-07-07;2017;"US201715644369";"15644369";"PI";"  ";0;"N";"N";"Y";2013-10-07;2013;904654677;2017-10-26;2017;485266431;"N";52321137;9731628;4;3;1;5
485617641;"US";"201715648360";"A ";2017-07-12;2017;"US201715648360";"15648360";"PI";"  ";0;"N";"N";"Y";2007-03-15;2007;906152661;2017-11-02;2017;485617642;"Y";39766245;187016;11;22;2;3
486785892;"US";"201715607082";"A ";2017-05-26;2017;"US201715607082";"15607082";"PI";"  ";0;"N";"N";"Y";2016-05-27;2016;904903700;2017-11-30;2017;486785893;"N";60411662;10779031;2;0;1;5
494032318;"US";"201715618449";"A ";2017-06-09;2017;"US201715618449";"15618449";"PI";"  ";0;"N";"N";"Y";2016-06-15;2016;904886251;2018-05-10;2018;494032319;"N";61005320;10835576;2;0;1;4
487071259;"US";"201715652398";"A ";2017-07-18;2017;"US201715652398";"15652398";"PI";"  ";0;"N";"N";"Y";2012-10-27;2012;406465427;2017-12-07;2017;487071260;"N";60483767;9175772;1;0;4;4
487072263;"US";"201715661388";"A ";2017-07-27;2017;"US201715661388";"15661388";"PI";"  ";459010948;"Y";"N";"Y";2015-01-29;2015;456157351;2017-12-07;2017;487072264;"N";55959891;10292362;5;1;1;3
494902336;"TW";"106125505";"A ";2017-07-28;2017;"TW20170125505";"106125505";"PI";"  ";0;"N";"N";"Y";2016-07-29;2016;904915620;2018-03-16;2018;494902337;"N";61016874;10839645;3;0;1;13
487832643;"US";"201715591252";"A ";2017-05-10;2017;"US201715591252";"15591252";"PI";"  ";0;"N";"N";"Y";2014-07-31;2014;904738846;2017-12-28;2017;487832644;"N";55181497;10107462;9;3;1;3
495750343;"US";"201715446157";"A ";2017-03-01;2017;"US201715446157";"15446157";"PI";"  ";0;"N";"N";"Y";2016-12-12;2016;485596259;2018-06-14;2018;495750344;"N";60153948;10609523;4;0;1;4
495750462;"US";"201715670034";"A ";2017-08-07;2017;"US201715670034";"15670034";"PI";"  ";0;"N";"N";"Y";2016-12-12;2016;494247980;2018-06-14;2018;495750463;"N";62105345;10685145;3;0;1;6
477356952;"KR";"20170026096";"A ";2017-02-28;2017;"KR20170026096";"1020170026096";"PI";"  ";0;"N";"N";"Y";2013-03-15;2013;421979224;2017-03-14;2017;477356953;"Y";50440346;9451527;10;5;1;4
483933108;"US";"201715611593";"A ";2017-06-01;2017;"US201715611593";"15611593";"PI";"  ";0;"N";"N";"Y";2007-03-02;2007;52721570;2017-09-21;2017;483933109;"N";39733723;12552671;4;27;1;11
483968706;"US";"201715613832";"A ";2017-06-05;2017;"US201715613832";"15613832";"PI";"  ";0;"N";"N";"Y";2012-06-20;2012;380771064;2017-09-21;2017;483968707;"Y";59855787;9854950;1;0;1;5
492066749;"US";"201715729168";"A ";2017-10-10;2017;"US201715729168";"15729168";"PI";"  ";0;"N";"N";"Y";2011-10-14;2011;904452770;2018-03-22;2018;492066750;"N";48086428;8955563;7;8;4;3
477842752;"US";"201715398867";"A ";2017-01-05;2017;"US201715398867";"15398867";"PI";"  ";0;"N";"N";"Y";2013-10-07;2013;412884296;2017-04-27;2017;477842753;"N";49630265;9807638;4;1;1;2
488736106;"US";"201715648590";"A ";2017-07-13;2017;"US201715648590";"15648590";"PI";"  ";0;"N";"N";"Y";2016-07-14;2016;483727000;2018-01-18;2018;488736107;"N";60940739;10824927;1;0;1;6
488742373;"US";"201715718316";"A ";2017-09-28;2017;"US201715718316";"15718316";"PI";"  ";422772931;"Y";"N";"Y";2013-04-12;2013;441497408;2018-01-18;2018;488742374;"N";51689819;9641794;28;3;1;2
478172086;"US";"201715403542";"A ";2017-01-11;2017;"US201715403542";"15403542";"PI";"  ";0;"N";"N";"Y";2015-09-30;2015;477591807;2017-05-04;2017;478172087;"Y";58017778;10488959;3;0;1;2
488959165;"US";"201715669532";"A ";2017-08-04;2017;"US201715669532";"15669532";"PI";"  ";902132790;"Y";"N";"Y";2015-02-11;2015;902132790;2018-01-25;2018;488959166;"N";53483759;9844366;7;0;1;1
489138606;"US";"201715433110";"A ";2017-02-15;2017;"US201715433110";"15433110";"PI";"  ";0;"N";"N";"Y";2016-07-29;2016;486086896;2018-02-01;2018;489138607;"N";60263811;10609514;4;0;1;5
489155084;"US";"201715457687";"A ";2017-03-13;2017;"US201715457687";"15457687";"PI";"  ";0;"N";"N";"Y";2014-03-20;2014;904698046;2018-02-01;2018;489155085;"N";54143450;9973182;12;3;1;3
484694111;"US";"201715635228";"A ";2017-06-28;2017;"US201715635228";"15635228";"PI";"  ";444531773;"Y";"N";"Y";2014-03-10;2014;904675501;2017-10-12;2017;484694112;"N";54071028;9967300;3;0;1;3
490571819;"US";"201715633868";"A ";2017-06-27;2017;"US201715633868";"15633868";"PI";"  ";0;"N";"N";"Y";2016-12-01;2016;481431884;2018-02-27;2018;490571820;"Y";60627660;10776791;2;0;1;4
490709344;"US";"201715691322";"A ";2017-08-30;2017;"US201715691322";"15691322";"PI";"  ";0;"N";"N";"Y";2016-08-31;2016;904892673;2018-03-01;2018;490709345;"N";60120111;10705309;2;0;1;2
481979420;"US";"201715463400";"A ";2017-03-20;2017;"US201715463400";"15463400";"PI";"  ";0;"N";"N";"Y";2014-07-01;2014;904694313;2017-08-03;2017;481979421;"N";55018033;10081106;7;7;1;4
486249541;"US";"201715607501";"A ";2017-05-28;2017;"US201715607501";"15607501";"PI";"  ";417961301;"Y";"N";"Y";2012-11-12;2012;418058860;2017-11-16;2017;486249542;"N";60296772;9483896;1;0;1;3
493615708;"KR";"20187008765";"A ";2017-04-18;2017;"KR20187008765";"1020187008765";"PI";"  ";485335427;"Y";"N";"Y";2016-04-18;2016;485595133;2018-04-11;2018;493615709;"N";60116178;10747343;4;0;1;2
486375787;"EP";"17202934";"A ";2017-11-21;2017;"EP20170202934";"17202934";"PI";"  ";0;"N";"Y";"N";2016-12-28;2016;495181068;2018-07-04;2018;495068277;"N";60480160;10773559;2;0;1;9
494038804;"US";"201715803718";"A ";2017-11-03;2017;"US201715803718";"15803718";"PI";"  ";0;"N";"N";"Y";2016-11-04;2016;904931753;2018-05-10;2018;494038805;"N";60409399;10777171;2;0;1;7
487830957;"US";"201715697333";"A ";2017-09-06;2017;"US201715697333";"15697333";"PI";"  ";330320488;"Y";"N";"Y";2010-01-15;2010;275400406;2017-12-28;2017;487830958;"N";42028406;8105606;16;51;1;1
480071157;"EP";"17176228";"A ";2017-06-15;2017;"EP20170176228";"17176228";"PI";"  ";0;"N";"Y";"N";2016-10-10;2016;485596458;2018-04-11;2018;491564873;"N";59091353;10611962;1;0;1;4
483970494;"US";"201715609030";"A ";2017-05-31;2017;"US201715609030";"15609030";"PI";"  ";0;"N";"N";"Y";2016-03-18;2016;904871201;2017-09-21;2017;483970495;"N";59856097;10556586;1;0;1;2
488746397;"US";"201715718207";"A ";2017-09-28;2017;"US201715718207";"15718207";"PI";"  ";422772931;"Y";"N";"Y";2013-04-12;2013;441497408;2018-01-18;2018;488746398;"N";51689819;9641794;28;3;1;2
496335597;"US";"201715670833";"A ";2017-08-07;2017;"US201715670833";"15670833";"PI";"  ";0;"N";"N";"Y";2016-12-28;2016;904935769;2018-06-28;2018;496335598;"N";62625572;10949523;2;0;1;4
489315557;"KR";"20170069773";"A ";2017-06-05;2017;"KR20170069773";"1020170069773";"PI";"  ";0;"N";"N";"Y";2016-07-18;2016;484162764;2018-01-26;2018;489315558;"N";59894013;10824794;2;0;1;10
496338905;"US";"201715634935";"A ";2017-06-27;2017;"US201715634935";"15634935";"PI";"  ";0;"N";"N";"Y";2016-12-26;2016;903838189;2018-06-28;2018;496338906;"N";62630388;10952375;1;0;1;5
481265514;"US";"201715405659";"A ";2017-01-13;2017;"US201715405659";"15405659";"PI";"  ";0;"N";"N";"Y";2016-01-13;2016;904857711;2017-07-13;2017;481265515;"N";59275639;10641321;1;0;1;4
484698373;"US";"201715633511";"A ";2017-06-26;2017;"US201715633511";"15633511";"PI";"  ";0;"N";"N";"Y";2012-05-11;2012;904528549;2017-10-12;2017;484698374;"N";48875716;9138072;217;299;1;2
484955726;"US";"201715598326";"A ";2017-05-18;2017;"US201715598326";"15598326";"PI";"  ";456959002;"Y";"N";"Y";2014-12-09;2014;457041456;2017-10-19;2017;484955727;"N";56107788;10241085;3;0;1;4
482029710;"EP";"17184654";"A ";2017-08-03;2017;"EP20170184654";"17184654";"PI";"  ";0;"N";"Y";"N";2017-03-23;2017;487366000;2018-02-14;2018;488705683;"N";59649477;10662367;2;0;5;5
493128356;"US";"201715432770";"A ";2017-02-14;2017;"US201715432770";"15432770";"PI";"  ";0;"N";"N";"Y";2016-08-19;2016;476855596;2018-04-17;2018;493128357;"Y";58359614;12645136;2;0;1;1
486004085;"US";"201715441670";"A ";2017-02-24;2017;"US201715441670";"15441670";"PI";"  ";450048056;"Y";"N";"Y";2014-08-26;2014;450048056;2017-11-09;2017;486004086;"N";55400119;12774970;5;0;1;1
493779089;"US";"201715846308";"A ";2017-12-19;2017;"US201715846308";"15846308";"PI";"  ";0;"N";"N";"Y";2016-01-04;2016;481024531;2018-05-03;2018;493779090;"N";59235566;12645919;2;0;1;5
487792950;"EP";"17210904";"A ";2017-12-28;2017;"EP20170210904";"17210904";"PI";"  ";0;"N";"Y";"N";2016-12-29;2016;487366049;2018-07-04;2018;495068339;"N";60581596;10805362;3;0;1;1
479991804;"EP";"17176071";"A ";2017-06-14;2017;"EP20170176071";"17176071";"PI";"  ";0;"N";"Y";"N";2016-07-29;2016;486086896;2018-01-31;2018;487838589;"N";59067548;10609514;1;0;1;5
479991838;"EP";"17176091";"A ";2017-06-14;2017;"EP20170176091";"17176091";"PI";"  ";0;"N";"Y";"N";2016-12-12;2016;485596259;2018-06-13;2018;494098976;"N";59077866;10609523;1;0;1;4
483694173;"US";"201715610490";"A ";2017-05-31;2017;"US201715610490";"15610490";"PI";"  ";0;"N";"N";"Y";2011-08-30;2011;904425676;2017-09-14;2017;483694174;"N";47745561;9054773;2;3;1;3
480390126;"US";"201715437043";"A ";2017-02-20;2017;"US201715437043";"15437043";"PI";"  ";0;"N";"N";"Y";2015-12-17;2015;477159655;2017-06-22;2017;480390127;"Y";58419577;10615371;3;2;1;6
488571141;"US";"201715641962";"A ";2017-07-05;2017;"US201715641962";"15641962";"PI";"  ";0;"N";"N";"Y";2016-07-07;2016;482939660;2018-01-11;2018;488571142;"N";60910894;10821195;2;0;1;10
489140442;"US";"201715727920";"A ";2017-10-09;2017;"US201715727920";"15727920";"PI";"  ";0;"N";"N";"Y";2013-07-08;2013;904606517;2018-02-01;2018;489140443;"N";52132763;9716368;46;51;1;6
492385325;"KR";"20170033864";"A ";2017-03-17;2017;"KR20170033864";"1020170033864";"PI";"  ";0;"N";"N";"Y";2016-08-24;2016;491943977;2018-03-07;2018;492385326;"N";61597015;10860065;2;0;1;9
489496375;"US";"201715670281";"A ";2017-08-07;2017;"US201715670281";"15670281";"PI";"  ";0;"N";"N";"Y";2016-08-08;2016;904894255;2018-02-08;2018;489496376;"N";61069054;10842853;1;0;1;3
496655897;"US";"201715854298";"A ";2017-12-26;2017;"US201715854298";"15854298";"PI";"  ";0;"N";"N";"Y";2016-12-29;2016;903836173;2018-07-05;2018;496655898;"N";62711409;10959259;1;0;1;5
496661518;"US";"201715399709";"A ";2017-01-05;2017;"US201715399709";"15399709";"PI";"  ";0;"N";"N";"Y";2017-01-05;2017;496661518;2018-07-05;2018;496661519;"N";62712410;54477819;1;0;1;6
489783138;"CL";"2017000392";"A ";2017-02-16;2017;"CL20170000392";"2017000392";"PI";"  ";0;"N";"N";"Y";2017-02-16;2017;489783138;2017-12-15;2017;489783139;"N";61147157;13689502;1;0;1;5
490351226;"US";"201715784710";"A ";2017-10-16;2017;"US201715784710";"15784710";"PI";"  ";0;"N";"N";"Y";2016-06-24;2016;485596240;2018-02-22;2018;490351227;"N";60153940;10469341;6;0;1;3
486150582;"FR";"1700523";"A ";2017-05-17;2017;"FR20170000523";"1700523";"PI";"  ";0;"N";"N";"Y";2016-05-17;2016;903837495;2017-11-24;2017;486150583;"N";60270094;10767639;3;0;1;1
486793001;"US";"201715438625";"A ";2017-02-21;2017;"US201715438625";"15438625";"PI";"  ";0;"N";"N";"Y";2015-01-23;2015;904767641;2017-11-30;2017;486793002;"N";58017463;10488873;2;0;1;3
494913419;"US";"201715823674";"A ";2017-11-28;2017;"US201715823674";"15823674";"PI";"  ";0;"N";"N";"Y";2016-11-28;2016;493620043;2018-05-31;2018;494913420;"N";61977166;10926929;2;0;1;2
487328073;"US";"201715619927";"A ";2017-06-12;2017;"US201715619927";"15619927";"PI";"  ";0;"N";"N";"Y";2016-06-13;2016;488697058;2017-12-14;2017;487328074;"N";60574240;10794554;2;0;1;7
480388307;"US";"201715445706";"A ";2017-02-28;2017;"US201715445706";"15445706";"PI";"  ";438492378;"Y";"N";"Y";2014-08-29;2014;438492378;2017-06-22;2017;480388308;"N";52774510;12762180;4;1;1;3
483970823;"US";"201715460119";"A ";2017-03-15;2017;"US201715460119";"15460119";"PI";"  ";0;"N";"N";"Y";2016-03-15;2016;904865166;2017-09-21;2017;483970824;"N";58579252;10528548;3;1;1;4
477952220;"KR";"20170043784";"A ";2017-04-04;2017;"KR20170043784";"1020170043784";"PI";"  ";0;"N";"N";"Y";2017-04-04;2017;477952220;2017-04-12;2017;477952221;"Y";58580481;49407606;1;0;1;3
478169241;"US";"201715397467";"A ";2017-01-03;2017;"US201715397467";"15397467";"PI";"  ";0;"N";"N";"Y";2010-07-15;2010;351984749;2017-05-04;2017;478169242;"N";45419662;8421619;15;13;1;1
489222308;"TW";"106106032";"A ";2017-02-23;2017;"TW20170106032";"106106032";"PI";"  ";0;"N";"N";"Y";2016-02-25;2016;904872860;2017-10-01;2017;489222309;"N";58016691;10475440;3;0;2;5
489229710;"EP";"17834922";"A ";2017-06-21;2017;"EP20170834922";"17834922";"PI";"  ";489167025;"Y";"Y";"N";2016-07-28;2016;489135643;2018-06-13;2018;494099280;"N";61009313;10839509;3;0;6;5
489361463;"KR";"20170087308";"A ";2017-07-10;2017;"KR20170087308";"1020170087308";"PI";"  ";0;"N";"N";"Y";2016-07-19;2016;904915118;2018-01-29;2018;489361464;"N";60989586;10831722;4;0;1;4
479340585;"US";"201715435915";"A ";2017-02-17;2017;"US201715435915";"15435915";"PI";"  ";0;"N";"N";"Y";2015-10-16;2015;458434770;2017-06-08;2017;479340586;"Y";56381799;10276075;6;9;1;3
484484231;"US";"201715464398";"A ";2017-03-21;2017;"US201715464398";"15464398";"PI";"  ";0;"N";"N";"Y";2016-04-04;2016;483728050;2017-10-05;2017;484484232;"N";59797797;10723226;2;0;1;1
492507101;"TW";"106109286";"A ";2017-03-21;2017;"TW20170109286";"106109286";"PI";"  ";0;"N";"N";"Y";2016-04-20;2016;485266308;2018-01-16;2018;492507102;"N";60089727;10748178;3;0;1;9
484950039;"US";"201715436978";"A ";2017-02-20;2017;"US201715436978";"15436978";"PI";"  ";0;"N";"N";"Y";2014-02-24;2014;904676005;2017-10-19;2017;484950040;"N";53879004;9945453;11;2;1;2
490706665;"US";"201715680455";"A ";2017-08-18;2017;"US201715680455";"15680455";"PI";"  ";0;"N";"N";"Y";2016-08-23;2016;482916116;2018-03-01;2018;490706666;"N";59632269;10858853;3;0;1;4
490951444;"US";"201715801126";"A ";2017-11-01;2017;"US201715801126";"15801126";"PI";"  ";0;"N";"N";"Y";2013-06-28;2013;904601104;2018-03-08;2018;490951445;"N";52115514;9470143;61;48;1;4
486008007;"US";"201715482603";"A ";2017-04-07;2017;"US201715482603";"15482603";"PI";"  ";458659990;"Y";"N";"Y";2015-06-18;2015;904824238;2017-11-09;2017;486008008;"N";56550310;10284987;2;4;5;13
482725193;"US";"201715438909";"A ";2017-02-22;2017;"US201715438909";"15438909";"PI";"  ";0;"N";"N";"Y";2017-02-22;2017;482725193;2017-08-22;2017;482725194;"Y";59581423;54480502;1;0;4;3
486252679;"US";"201715591294";"A ";2017-05-10;2017;"US201715591294";"15591294";"PI";"  ";0;"N";"N";"Y";2016-05-10;2016;904878257;2017-11-16;2017;486252680;"N";60297214;10769343;1;0;1;5
494039158;"US";"201715717985";"A ";2017-09-28;2017;"US201715717985";"15717985";"PI";"  ";0;"N";"N";"Y";2016-09-29;2016;904900479;2018-05-10;2018;494039159;"N";62065859;10912875;1;0;1;5
494111872;"KR";"20170133458";"A ";2017-10-13;2017;"KR20170133458";"1020170133458";"PI";"  ";0;"N";"N";"Y";2016-10-20;2016;903762917;2018-04-30;2018;494111873;"N";60153038;10719915;4;0;1;4
487319804;"US";"201715684596";"A ";2017-08-23;2017;"US201715684596";"15684596";"PI";"  ";0;"N";"N";"Y";2015-08-27;2015;475691094;2017-12-14;2017;487319805;"N";60572522;12638889;1;0;1;2
487672906;"US";"201715641270";"A ";2017-07-04;2017;"US201715641270";"15641270";"PI";"  ";442548426;"Y";"N";"Y";2014-01-16;2014;442548426;2017-12-21;2017;487672907;"N";60660619;12639333;1;0;1;2
483689071;"US";"201715450215";"A ";2017-03-06;2017;"US201715450215";"15450215";"PI";"  ";0;"N";"N";"Y";2016-03-11;2016;904882398;2017-09-14;2017;483689072;"N";59787276;10699710;2;0;6;5
477074996;"KR";"20170025020";"A ";2017-02-24;2017;"KR20170025020";"1020170025020";"PI";"  ";0;"N";"N";"Y";2017-02-24;2017;477074996;2017-03-08;2017;477074997;"Y";58404852;49404483;1;0;1;3
488270861;"US";"201715708005";"A ";2017-09-18;2017;"US201715708005";"15708005";"PI";"  ";422859657;"Y";"N";"Y";2014-02-07;2014;904756008;2018-01-04;2018;488270862;"N";52103149;9613375;18;28;1;3
492071228;"US";"201715493317";"A ";2017-04-21;2017;"US201715493317";"15493317";"PI";"  ";0;"N";"N";"Y";2016-09-20;2016;492465681;2018-03-22;2018;492071229;"N";61302513;10867924;3;0;1;3
478344361;"US";"201715408632";"A ";2017-01-18;2017;"US201715408632";"15408632";"PI";"  ";0;"N";"N";"Y";2011-05-31;2011;378805497;2017-05-11;2017;478344362;"N";47262617;12627485;2;9;1;6
481123526;"EP";"17180212";"A ";2017-07-07;2017;"EP20170180212";"17180212";"PI";"  ";0;"N";"Y";"N";2016-07-07;2016;903837108;2018-01-10;2018;487164032;"N";59313033;10637092;1;0;1;2
481263140;"US";"201715455880";"A ";2017-03-10;2017;"US201715455880";"15455880";"PI";"  ";450362766;"Y";"N";"Y";2014-09-11;2014;451184842;2017-07-13;2017;481263141;"N";55459318;10148855;5;0;1;3
492626918;"US";"201715834608";"A ";2017-12-07;2017;"US201715834608";"15834608";"PI";"  ";0;"N";"N";"Y";2006-08-30;2006;906011586;2018-04-05;2018;492626919;"N";39152092;7182481;5;13;1;3
490717335;"EA";"201700240";"A ";2017-03-15;2017;"EA20170000240";"201700240";"PI";"  ";0;"N";"Y";"N";2017-03-15;2017;490717335;2018-02-28;2018;490717336;"Y";61244311;30572669;1;0;1;4
482597932;"US";"201715426565";"A ";2017-02-07;2017;"US201715426565";"15426565";"PI";"  ";449407004;"Y";"N";"Y";2014-08-07;2014;903836418;2017-08-17;2017;482597933;"N";55264210;10115441;3;1;1;3
482991125;"KR";"20170091612";"A ";2017-07-19;2017;"KR20170091612";"1020170091612";"PI";"  ";0;"N";"N";"Y";2017-07-19;2017;482991125;2017-08-01;2017;482991126;"Y";59650304;49414887;1;0;1;3
494900965;"TW";"106113635";"A ";2017-04-24;2017;"TW20170113635";"106113635";"PI";"  ";0;"N";"N";"Y";2016-04-27;2016;451790514;2018-03-01;2018;494900966;"N";55968900;10545107;3;0;1;4
483686943;"US";"201715607742";"A ";2017-05-30;2017;"US201715607742";"15607742";"PI";"  ";0;"N";"N";"Y";2015-07-06;2015;473854165;2017-09-14;2017;483686944;"N";54106112;9935666;5;1;1;4
487820822;"US";"201715676716";"A ";2017-08-14;2017;"US201715676716";"15676716";"PI";"  ";424459794;"Y";"N";"Y";2013-06-07;2013;441505443;2017-12-28;2017;487820823;"N";52008421;9694334;5;0;2;3
495751522;"US";"201715620900";"A ";2017-06-13;2017;"US201715620900";"15620900";"PI";"  ";0;"N";"N";"Y";2016-12-09;2016;903837775;2018-06-14;2018;495751523;"N";62489463;10938471;1;0;1;5
491759599;"US";"201715475409";"A ";2017-03-31;2017;"US201715475409";"15475409";"PI";"  ";0;"N";"N";"Y";2016-05-05;2016;486087960;2018-03-15;2018;491759600;"N";60203681;10761138;3;0;1;1
488571428;"US";"201715606658";"A ";2017-05-26;2017;"US201715606658";"15606658";"PI";"  ";0;"N";"N";"Y";2016-07-07;2016;484965283;2018-01-11;2018;488571429;"N";60040605;10637093;2;0;1;1
492083502;"US";"201715726666";"A ";2017-10-06;2017;"US201715726666";"15726666";"PI";"  ";0;"N";"N";"Y";2016-09-22;2016;489093913;2018-03-22;2018;492083503;"N";61005523;12643944;2;0;1;1
492083802;"US";"201715823753";"A ";2017-11-28;2017;"US201715823753";"15823753";"PI";"  ";0;"N";"N";"Y";2013-08-08;2013;904605343;2018-03-22;2018;492083803;"N";52448611;9470143;28;66;1;5
488865749;"US";"201715404082";"A ";2017-01-11;2017;"US201715404082";"15404082";"PI";"  ";0;"N";"N";"Y";2016-08-19;2016;473938822;2018-01-23;2018;488865750;"Y";57749320;12640600;3;2;1;1
489018037;"EP";"17831430";"A ";2017-08-11;2017;"EP20170831430";"17831430";"PI";"  ";489004526;"Y";"Y";"N";2016-07-21;2016;483480435;2018-07-11;2018;495370868;"N";59744928;10834261;3;0;1;1
496318409;"US";"201715850055";"A ";2017-12-21;2017;"US201715850055";"15850055";"PI";"  ";0;"N";"N";"Y";2016-12-27;2016;904920691;2018-06-28;2018;496318410;"N";62625487;10949467;1;0;1;2
489222397;"TW";"106103959";"A ";2017-02-07;2017;"TW20170103959";"106103959";"PI";"  ";458060765;"Y";"N";"Y";2016-03-25;2016;904871575;2017-10-01;2017;489222398;"N";56507811;10267847;2;0;1;4
492381618;"US";"201715716974";"A ";2017-09-27;2017;"US201715716974";"15716974";"PI";"  ";0;"N";"N";"Y";2016-09-27;2016;904922839;2018-03-29;2018;492381619;"N";60245169;10744226;2;0;1;6
484691460;"US";"201715460637";"A ";2017-03-16;2017;"US201715460637";"15460637";"PI";"  ";0;"N";"N";"Y";2016-04-07;2016;484965980;2017-10-12;2017;484691461;"N";59998265;10731999;2;0;1;1
484948199;"US";"201715640471";"A ";2017-07-01;2017;"US201715640471";"15640471";"PI";"  ";0;"N";"N";"Y";2013-12-16;2013;904664351;2017-10-19;2017;484948200;"N";60038189;9877417;1;1;1;4
490616214;"TW";"106116163";"A ";2017-05-16;2017;"TW20170116163";"106116163";"PI";"  ";486371788;"Y";"N";"Y";2016-05-17;2016;904920967;2017-12-01;2017;490616215;"N";60326170;10772796;3;0;2;7
493002521;"EA";"201700164";"A ";2017-02-15;2017;"EA20170000164";"201700164";"PI";"  ";0;"N";"Y";"N";2017-02-15;2017;493002521;2018-03-30;2018;493002522;"Y";61837342;30572664;1;0;1;2
485725513;"FR";"1753930";"A ";2017-05-04;2017;"FR20170053930";"1753930";"UM";"  ";0;"N";"N";"Y";2016-05-05;2016;470621466;2017-11-10;2017;485725514;"Y";57122356;10756821;2;0;1;3
491596347;"KR";"20170091047";"A ";2017-07-18;2017;"KR20170091047";"1020170091047";"PI";"  ";0;"N";"N";"Y";2016-08-10;2016;490605681;2018-02-21;2018;491596348;"N";61227470;10851194;2;0;1;6
